AL, 03, 2006072718, 01, CARQ, -24,  86N,  244W,  15,    0, DB,  34, AAA,    0,    0,    0,    0, 
AL, 03, 2006072718, 01, CARQ, -18,  86N,  257W,  15,    0, DB,  34, AAA,    0,    0,    0,    0, 
AL, 03, 2006072718, 01, CARQ, -12,  86N,  270W,  15,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X, 270,  12, 
AL, 03, 2006072718, 01, CARQ,  -6,  86N,  282W,  15,    0, DB,  34, AAA,    0,    0,    0,    0, 
AL, 03, 2006072718, 01, CARQ,   0,  87N,  294W,  20, 1009, DB,  34, NEQ,    0,    0,    0,    0, 1011,  120,  60,   0,   0,   L,   0,   X, 270,  12,     INVEST, D, 
AL, 03, 2006072718, 01, CARQ,   0,  87N,  294W,  20, 1009, DB,  50, NEQ,    0,    0,    0,    0, 1011,  120,  60,   0,   0,   L,   0,   X, 270,  12,     INVEST, D, 
AL, 03, 2006072718, 01, CARQ,   0,  87N,  294W,  20, 1009, DB,  64, NEQ,    0,    0,    0,    0, 1011,  120,  60,   0,   0,   L,   0,   X, 270,  12,     INVEST, D, 
AL, 03, 2006072718, 03, A90E,   0,  87N,  294W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2006072718, 03, A90E,  12,  88N,  320W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2006072718, 03, A90E,  24,  89N,  348W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2006072718, 03, A90E,  36,  91N,  375W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2006072718, 03, A90E,  48,  93N,  401W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2006072718, 03, A90E,  60,  97N,  425W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2006072718, 03, A90E,  72, 103N,  448W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2006072718, 03, A90E,  84, 109N,  470W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2006072718, 03, A90E,  96, 115N,  494W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2006072718, 03, A90E, 108, 123N,  520W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2006072718, 03, A90E, 120, 135N,  544W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2006072718, 03, A98E,   0,  87N,  294W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2006072718, 03, A98E,  12,  88N,  320W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2006072718, 03, A98E,  24,  89N,  348W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2006072718, 03, A98E,  36,  91N,  374W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2006072718, 03, A98E,  48,  92N,  400W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2006072718, 03, A98E,  60,  97N,  424W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2006072718, 03, A98E,  72, 102N,  446W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
