WP, 32, 2018111100, 03, EEMN,   0,  78N, 1314E,  25, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 32, 2018111100, 03, EEMN,  12,  78N, 1294E,  22, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 32, 2018111100, 03, EEMN,  18,  74N, 1288E,  21, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 32, 2018111100, 03, EEMN,  24,  78N, 1275E,  22, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 32, 2018111100, 03, EEMN,  90,  88N, 1212E,  27, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 32, 2018111100, 03, EEMN,  96,  87N, 1203E,  27, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 32, 2018111100, 03, EEMN, 108,  92N, 1185E,  29, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 32, 2018111100, 03, EEMN, 120,  98N, 1163E,  30, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 32, 2018111100, 03, EEMN, 126, 101N, 1156E,  31, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 32, 2018111100, 03, EEMN, 138, 104N, 1139E,  33, 1002, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 32, 2018111100, 03, EEMN, 144, 106N, 1129E,  33, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 32, 2018111100, 03, EEMN, 162, 110N, 1109E,  36, 1001, XX,  34, NEQ,    0,    0,    0,    0, 
WP, 32, 2018111100, 44, EGRR,   0,  98N, 1656E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 32, 2018111100, 71, JNVG,   0,  75N, 1311E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 32, 2018111100, 71, JNVG,  12,  72N, 1295E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 32, 2018111100, 71, JNVG,  24,  85N, 1269E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 32, 2018111100, 71, JNVG,  36,  85N, 1248E,  10,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 32, 2018111100, 71, JNVG,  48,  75N, 1214E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 32, 2018111100, 71, JNVG,  60,  85N, 1216E,  10,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 32, 2018111100, 71, JNVG,  72,  84N, 1214E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 32, 2018111100, 71, JNVG,  84,  84N, 1215E,  10,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 32, 2018111100, 71, JNVG,  96,  95N, 1207E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 32, 2018111100, 71, JNVG, 108, 105N, 1198E,  25,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 32, 2018111100, 71, JNVG, 120, 115N, 1179E,  25,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 32, 2018111100, 72, JAVN,   0,  72N, 1316E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 32, 2018111100, 72, JAVN,  12,  55N, 1304E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 32, 2018111100, 72, JAVN,  24,  55N, 1286E,  10,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 32, 2018111100, 72, JAVN,  36,  65N, 1280E,  10,    0,   ,  34, NEQ,    0,    0,    0,    0, 
