EP, 17, 2008080212, 03,  CMC,   0, 199N, 1093W,   9, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 17, 2008080212, 03,  NAM,   0, 211N, 1085W,  18, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 17, 2008080212, 03,  NGM,   0, 210N, 1095W,  14, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 17, 2008080212, 03,  NGM,   6, 230N, 1102W,  15, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 17, 2008080212, 03,  NGM,  12, 241N, 1118W,  14, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 17, 2008080212, 03,  NGX,   0, 201N, 1093W,  14, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 17, 2008080212, 03, AC00,   0, 195N, 1094W,  11, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 17, 2008080212, 03, AEMN,   0, 200N, 1091W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 17, 2008080212, 03, AEMN,   6, 205N, 1101W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 17, 2008080212, 03, AP01,   0, 200N, 1094W,  15, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 17, 2008080212, 03, AP01,   6, 201N, 1111W,  12, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 17, 2008080212, 03, AP01,  12, 198N, 1113W,   8, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 17, 2008080212, 03, AP01,  18, 198N, 1128W,   6, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 17, 2008080212, 03, AP03,   0, 201N, 1090W,  13, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 17, 2008080212, 03, AP03,   6, 201N, 1099W,  13, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 17, 2008080212, 03, AP05,   0, 202N, 1090W,  12, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 17, 2008080212, 03, AP06,   0, 197N, 1097W,  18, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 17, 2008080212, 03, AP06,   6, 206N, 1104W,  14, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 17, 2008080212, 03, AP06,  12, 210N, 1111W,  10, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 17, 2008080212, 03, AP06,  18, 208N, 1122W,   6, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 17, 2008080212, 03, AP09,   0, 201N, 1095W,  22, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 17, 2008080212, 03, AP09,   6, 209N, 1101W,  20, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 17, 2008080212, 03, AP09,  12, 215N, 1105W,  15, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 17, 2008080212, 03, AP09,  18, 223N, 1115W,  11, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 17, 2008080212, 03, AP09,  24, 231N, 1121W,   9, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 17, 2008080212, 03, AP10,   0, 207N, 1095W,  16, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 17, 2008080212, 03, AP10,   6, 211N, 1099W,  14, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 17, 2008080212, 03, AP11,   0, 192N, 1087W,  12, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 17, 2008080212, 03, AP14,   0, 199N, 1095W,  13, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 17, 2008080212, 03, AP14,   6, 203N, 1101W,  12, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 17, 2008080212, 03, AP14,  12, 200N, 1104W,   9, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 17, 2008080212, 03, AP14,  18, 190N, 1117W,   7, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 17, 2008080212, 03, AP15,   0, 205N, 1090W,  17, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 17, 2008080212, 03, AP15,   6, 209N, 1098W,  13, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 17, 2008080212, 03, AP17,   0, 203N, 1086W,  15, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 17, 2008080212, 03, AP17,   6, 208N, 1096W,  14, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 17, 2008080212, 03, AP17,  12, 213N, 1102W,  10, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 17, 2008080212, 03, AP17,  18, 212N, 1111W,   9, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 17, 2008080212, 03, AP18,   0, 195N, 1084W,  13, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 17, 2008080212, 03, AP18,   6, 200N, 1100W,  11, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 17, 2008080212, 03, AP18,  12, 199N, 1109W,  10, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 17, 2008080212, 03, AP20,   0, 202N, 1087W,  11, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 17, 2008080212, 03, AVNO,   0, 200N, 1094W,  15, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 17, 2008080212, 03, CEMN,   0, 193N, 1089W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 17, 2008080212, 03, CEMN,   6, 200N, 1094W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 17, 2008080212, 03, CEMN,  12, 203N, 1098W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 17, 2008080212, 03, GFDL,   0, 203N, 1085W,  19, 1006,   ,   0,    ,    0,    0,    0,    0, 
EP, 17, 2008080212, 03, GFDL,   6, 209N, 1086W,  24, 1007,   ,   0,    ,    0,    0,    0,    0, 
EP, 17, 2008080212, 03, GFDL,  12, 216N, 1091W,  24, 1007,   ,   0,    ,    0,    0,    0,    0, 
EP, 17, 2008080212, 03, GFDL,  18, 220N, 1097W,  20, 1007,   ,   0,    ,    0,    0,    0,    0, 
EP, 17, 2008080212, 03, GFDL,  24, 222N, 1102W,  21, 1008,   ,   0,    ,    0,    0,    0,    0, 
EP, 17, 2008080212, 03, GFDL,  30, 233N, 1111W,  16, 1009,   ,   0,    ,    0,    0,    0,    0, 
EP, 17, 2008080212, 03, GFDT,   0, 198N, 1082W,  19, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
